staff_member,appt_date,appt_time,slot,units_sched_10min_per_unit,client_id,patient_id,staff_requested,reason_desc,breedname
TK,3/21/2023,14:50:00,89,1,13836,18611,,Technician Appointment,Labradoodle
4,3/21/2023,15:00:00,90,1,6945,10787,,Not Wellness,Great Dane Mix
M11,3/21/2023,15:00:00,90,2,10485,17538,,Sick,FRENCH BULLDOG
4,3/21/2023,15:10:00,91,1,23959,31856,,Euthanasia,Mixed
L12,3/21/2023,15:10:00,91,2,L2010,L2055,,Sick,Shih Tzu
TK,3/21/2023,15:10:00,91,2,2140,3625,,Lab Work,Weimaraner Mix
4,3/21/2023,15:20:00,92,1,7507,1937,,Senior Exam,BORDER COLLIE
M11,3/21/2023,15:20:00,92,1,21541,21541-1,,TNT,Domestic Shorthair
4,3/21/2023,15:30:00,93,1,14527,23906,4,Not Wellness,Dumbo
4,3/21/2023,15:40:00,94,1,4011,31724,4,New Pet,"Retriever, Golden"
TK,3/21/2023,15:40:00,94,3,22244,27413,,Laser,Manx
4,3/21/2023,15:50:00,95,1,10083,15701,,Sick,Domestic Shorthair
L12,3/21/2023,15:50:00,95,2,10794,18160,12,Quality of Life,"Sheepdog, Shetland"
4,3/21/2023,16:00:00,96,1,2471,22121,4,Sick,"Shepherd, German Mix"
M11,3/21/2023,16:00:00,96,2,10463,28211,,Sick,"Collie, Border"
4,3/21/2023,16:10:00,97,1,13875,294,,Recheck,Spitz
L12,3/21/2023,16:10:00,97,2,L7652,L6952,,Sick,Domestic Shorthair
4,3/21/2023,16:20:00,98,1,14341,11738,4,Preventative Care Exam,Ragdoll
M11,3/21/2023,16:20:00,98,2,11482,27862,,Sick,Domestic Shorthair
4,3/21/2023,16:30:00,99,1,14341,11760,4,Preventative Care Exam,Ragdoll
6,3/21/2023,16:30:00,99,2,23895,31710,,Recheck,Beagle
L12,3/21/2023,16:30:00,99,2,20578,27304,,Preventative Care Exam,"Terrier, Boston"
TK,3/21/2023,16:30:00,99,1,19768,31207,,Technician Appointment,Weimaraner Mix
4,3/21/2023,16:40:00,100,1,14341,20918,4,Preventative Care Exam,Ragdoll
M11,3/21/2023,16:40:00,100,2,12304,30129,,Sick,BERNESE MOUNTAIN DOG
TK,3/21/2023,16:40:00,100,1,21609,26332,,Technician Appointment,Dachshund Mix
4,3/21/2023,16:50:00,101,1,14341,25606,4,Preventative Care Exam,Ragdoll
6,3/21/2023,16:50:00,101,1,3971,7843,,Exam,Pitbull Mix
L12,3/21/2023,16:50:00,101,2,1598,8063,,Sick,Domestic Shorthair
M11,3/21/2023,16:50:00,101,1,13629,23092,,Technician Appointment,Sheepdog Mix
4,3/21/2023,17:00:00,102,1,14341,24041,4,Preventative Care Exam,Ragdoll
6,3/21/2023,17:00:00,102,1,7959,12660,,Sick,Beagle
4,3/21/2023,17:10:00,103,1,14341,27318,4,Preventative Care Exam,Ragdoll
6,3/21/2023,17:10:00,103,2,16599,27355,,Preventative Care Exam,PUG
L12,3/21/2023,17:10:00,103,1,L6843,25915,,Lab Work,"Retriever, Golden Mix"
L12,3/21/2023,17:20:00,104,2,8460,13677,,Sick,Domestic Shorthair
M11,3/21/2023,17:20:00,104,2,14517,23662,,Recheck,Pitbull Mix
TK,3/21/2023,17:20:00,104,1,22953,29247,,Technician Appointment,Dachshund
6,3/21/2023,17:30:00,105,3,4472,27401,,Recheck,Domestic Shorthair
TK,3/21/2023,17:30:00,105,1,13941,23322,,Technician Appointment,"Cattle Dog, Australian"
L12,3/21/2023,17:40:00,106,1,20630,10279,,Technician Appointment,LABRADOR RETRIEVER
6,3/21/2023,18:00:00,108,1,19144,25502,,Recheck,Goldendoodle
TK,3/21/2023,18:00:00,108,1,22214,27346,,TNT,BORDER COLLIE
6,3/21/2023,18:10:00,109,2,16423,23148,,Preventative Care Exam,Labradoodle
TK,3/21/2023,18:10:00,109,1,12128,20571,,TNT,RHODESIAN RIDGEBACK
TK,3/21/2023,18:20:00,110,1,8070,12890,,TNT,Domestic Shorthair
6,3/21/2023,18:30:00,111,2,6517,9951,,Sick,"Shepherd, German"
6,3/21/2023,18:50:00,113,2,4006,22487,,Preventative Care Exam,Pomeranian
TK,3/21/2023,19:00:00,114,1,23707,31263,,Technician Appointment,LABRADOR RETRIEVER
6,3/21/2023,19:10:00,115,1,4006,21974,,Technician Appointment,"Pug, Chinese"
TK,3/21/2023,19:10:00,115,1,23707,31262,,Technician Appointment,LABRADOR RETRIEVER
6,3/21/2023,19:20:00,116,2,4739,27170,,Sick,Beagle Mix
TK,3/21/2023,19:20:00,116,1,5497,5260,,Technician Appointment,Domestic Shorthair
6,3/22/2023,7:30:00,45,1,20582,20582-1,,Surgery,Pitbull Mix
6,3/22/2023,7:30:00,45,1,10463,3905,,Dental,COCK-APOO
6,3/22/2023,7:30:00,45,1,10463,3905,,Surgery,COCK-APOO
6,3/22/2023,7:40:00,46,1,5374,30416,6,Surgery,COCK-APOO
6,3/22/2023,7:40:00,46,1,3298,5254,6,Dental,YORKSHIRE TERRIER
4,3/22/2023,7:50:00,47,1,22289,31202,,Surgery,DSH
6,3/22/2023,8:00:00,48,1,8514,31825,,Surgery,Domestic Shorthair
24,3/22/2023,8:30:00,51,2,2127,31381,,Preventative Care Exam,Hound
6,3/22/2023,8:30:00,51,2,22289,31202,,Pre Surgical Exam,DSH
24,3/22/2023,8:50:00,53,2,5865,8986,,Preventative Care Exam,Pitbull Mix
6,3/22/2023,8:50:00,53,2,3621,5708,,Recheck,"Shar Pei, Chinese"
24,3/22/2023,9:10:00,55,2,23826,31566,,New Client,Schnauzer Mix
6,3/22/2023,9:10:00,55,2,10837,18241,,Sick,Goldendoodle
TK,3/22/2023,9:10:00,55,1,21096,21096-1,,Technician Appointment,Vizsla
24,3/22/2023,9:30:00,57,2,8116,12961,,Preventative Care Exam,Poodle Mix
6,3/22/2023,9:30:00,57,2,16681,27685,,Preventative Care Exam,Beagle
TK,3/22/2023,9:30:00,57,1,2755,9208,,Technician Appointment,Siamese
TK,3/22/2023,9:40:00,58,1,20181,20181-1,,Lab Work,Domestic Shorthair
24,3/22/2023,9:50:00,59,2,10230,17017,,Preventative Care Exam,Newfoundland
6,3/22/2023,9:50:00,59,2,6431,10081,,Preventative Care Exam,"Husky, Siberian"
TK,3/22/2023,10:00:00,60,1,10653,17876,,Technician Appointment,BERNESE MOUNTAIN DOG
6,3/22/2023,10:10:00,61,2,210,338,6,Preventative Care Exam,Shih Tzu Mix
TK,3/22/2023,10:10:00,61,1,5398,8365,,Technician Appointment,Poodle Mix
24,3/22/2023,10:20:00,62,4,19314,13290,,Exam,Domestic Shorthair
6,3/22/2023,10:30:00,63,3,17327,17327-6,,Not Wellness,Domestic Shorthair
TK,3/22/2023,10:40:00,64,1,8140,15637,,Technician Appointment,"Bulldog, French"
24,3/22/2023,11:00:00,66,2,5181,31841,,New Pet,YORKSHIRE TERRIER
6,3/22/2023,11:00:00,66,2,13198,22609,,Sick,"Retriever, Golden Mix"
6,3/22/2023,11:20:00,68,2,19040,30932,,Sick,Pitbull Mix
TK,3/22/2023,11:20:00,68,1,18355,25281,,Technician Appointment,"Spaniel, Cavalier King Charles"
24,3/22/2023,11:40:00,70,2,3975,31295,,Preventative Care Exam,LABRADOR RETRIEVER
6,3/22/2023,11:40:00,70,2,8439,28851,,Sick,"Spaniel, English Springer"
16,3/22/2023,12:00:00,72,2,7164,11202,,Recheck,"Retriever, Golden"
16,3/22/2023,12:20:00,74,2,7801,7801-8,16,Recheck,Domestic Shorthair
16,3/22/2023,12:40:00,76,2,22588,28238,,Recheck,MAINE COON CAT
16,3/22/2023,13:00:00,78,2,14553,23674,,Preventative Care Exam,"Goldendoodle, mini"
24,3/22/2023,13:10:00,79,4,16689,24607,,Sick,Domestic Shorthair
L4,3/22/2023,13:10:00,79,2,L7476,L6644,4,Senior Exam,Collie Mix
16,3/22/2023,13:20:00,80,2,20397,20397-1,,Senior Exam,"Retriever, Golden"
L4,3/22/2023,13:30:00,81,2,8735,14177,,Preventative Care Exam,BORDER COLLIE
16,3/22/2023,13:40:00,82,3,7855,12464,,Sick,Shiba Inu
L4,3/22/2023,13:50:00,83,2,9158,27635,L4,Preventative Care Exam,Boxer
TK,3/22/2023,14:00:00,84,1,23635,31094,,Technician Appointment,BOSTON TERRIER
16,3/22/2023,14:10:00,85,2,11598,25097,,Sick,Domestic Shorthair
24,3/22/2023,14:10:00,85,4,5951,20424,,Sick,"Bulldog, French"
L4,3/22/2023,14:10:00,85,2,14477,23647,4,Recheck,Schnauzer Mix
TK,3/22/2023,14:10:00,85,1,13156,17458,,Technician Appointment,Beagle
16,3/22/2023,14:30:00,87,2,3542,5604,,Sick,Shepherd Mix
L4,3/22/2023,14:30:00,87,2,L2746,L978,,Quality of Life,Persian
16,3/22/2023,14:50:00,89,2,22113,27106,16,Recheck,Pitbull Mix
L4,3/22/2023,14:50:00,89,2,2193,12667,,Sick,Dachshund
24,3/22/2023,15:00:00,90,4,18737,18737-2,,Sick,"Chihuahua, Smooth-coated"
TK,3/22/2023,15:00:00,90,1,18791,31302,,Technician Appointment,CAVALIER KING CHARLES SPANIEL
L4,3/22/2023,15:10:00,91,2,L7840,L7366,,Preventative Care Exam,Domestic Shorthair
TK,3/22/2023,15:10:00,91,1,16378,4705,,Technician Appointment,YORKSHIRE TERRIER
24,3/22/2023,15:40:00,94,4,18545,31865,,New Pet,"Retriever, Labrador Mix"
L4,3/22/2023,15:40:00,94,2,2983,16591,4,Preventative Care Exam,Domestic Longhair
L4,3/22/2023,16:00:00,96,2,4589,L3621-4,,Sick,Domestic Shorthair
16,3/22/2023,16:10:00,97,2,18125,17028,,Sick,"Terrier, Soft-Coated Wheaten"
24,3/22/2023,16:20:00,98,4,23333,30291,,Sick,"Spaniel, Clumber"
L4,3/22/2023,16:20:00,98,2,23141,30086,,New Pet,MAINE COON CAT
TK,3/22/2023,16:20:00,98,1,19260,25537,,Lab Work,Labradoodle
16,3/22/2023,16:30:00,99,2,8692,14107,,Recheck,Chihuahua Mix
L4,3/22/2023,16:40:00,100,1,18287,30324,4,Sick,AUSTRALIAN SHEPHERD
16,3/22/2023,16:50:00,101,2,1706,2747,,Preventative Care Exam,Domestic Shorthair
L4,3/22/2023,16:50:00,101,1,9634,17698,,Emergency,BRITTANY
24,3/22/2023,17:00:00,102,2,22274,27483,,Preventative Care Exam,BORDER COLLIE
L4,3/22/2023,17:00:00,102,2,8134,12995,,Preventative Care Exam,Domestic Shorthair
16,3/22/2023,17:10:00,103,2,23650,31133,,Sick,Domestic Shorthair
24,3/22/2023,17:20:00,104,2,23850,31781,,New Pet,American Bully
L4,3/22/2023,17:20:00,104,1,8134,22417,,Preventative Care Exam,"Collie, Border Mix"
16,3/22/2023,17:30:00,105,2,14231,23444,,Sick,FRENCH BULLDOG
L4,3/22/2023,17:30:00,105,1,L6097,L3001,,EXAM WITH VACCINES,LABRADOR RETRIEVER
L4,3/22/2023,17:40:00,106,2,23944,31826,,New Client,"Cattle Dog, Australian"
16,3/22/2023,17:50:00,107,2,L7547,16464,,Sick,BERNESE MOUNTAIN DOG
TK,3/22/2023,17:50:00,107,1,18967,25664,,TNT,Retriever
L4,3/22/2023,18:00:00,108,2,1598,2594,,Sick,"Retriever, Labrador Mix"
16,3/22/2023,18:10:00,109,1,11720,19872,,Recheck,Terrier Mix
16,3/22/2023,18:20:00,110,1,19766,31052,,Emergency,Bulldog Mix
L4,3/22/2023,18:20:00,110,2,L7071,28980,4,Preventative Care Exam,Domestic Shorthair
16,3/22/2023,18:30:00,111,2,22453,27897,,Preventative Care Exam,"Sheepdog, Shetland"
L4,3/22/2023,18:40:00,112,3,23940,31820,,Exotic Exam,"Conure, Sun"
TK,3/22/2023,18:40:00,112,1,21231,22280,,Technician Appointment,"Coonhound, Redbone"
16,3/22/2023,18:50:00,113,2,2127,17937,,Sick,"Retriever, Labrador Mix"
16,3/22/2023,19:10:00,115,2,2182,6950,,Recheck,Domestic Mediumhair
L4,3/22/2023,19:10:00,115,2,14689,23774,,Preventative Care Exam,"Retriever, Golden"
LTK,3/22/2023,19:10:00,115,1,9680,15914,,Technician Appointment,"Terrier, Yorkshire Mix"
TK,3/22/2023,19:20:00,116,1,11902,25951,,Technician Appointment,"Bulldog, French"
4,3/23/2023,0:00:00,85,2,21959,26658,,Sick,JUG
16,3/23/2023,7:30:00,45,1,5462,8448,,Dental,"Poodle, Toy"
16,3/23/2023,7:30:00,45,1,23262,30073,,Surgery,"Griffon, Brussels"
19,3/23/2023,7:30:00,45,2,23864,31644,,Ultrasound,Yorkie-poo
16,3/23/2023,7:40:00,46,1,L7486,L6657,,Dental,YORKSHIRE TERRIER
16,3/23/2023,7:40:00,46,1,19039,30026,16,Surgery,Collie
16,3/23/2023,7:50:00,47,2,15058,30915,,Surgery,Bichon Frise
16,3/23/2023,7:50:00,47,1,22738,29618,,Preventative Care Exam,LABRADOR RETRIEVER
16,3/23/2023,8:00:00,48,1,17796,25063,,Drop off - Admit,Chihuahua Mix
16,3/23/2023,8:10:00,49,1,23103,29648,,Drop off - Admit,LABRADOR RETRIEVER
16,3/23/2023,8:20:00,50,1,1624,20584,,Drop off - Admit,Feist
16,3/23/2023,8:20:00,50,2,23687,31214,,Short Procedure,"Dwarf, Netherland"
4,3/23/2023,8:30:00,51,1,12703,30213,,Suture Removal,"Bulldog, English"
6,3/23/2023,8:30:00,51,2,3365,31510,,Preventative Care Exam,AUSTRALIAN SHEPHERD
L12,3/23/2023,8:30:00,51,2,L7028,17024,,Preventative Care Exam,"Spaniel, Springer Mix"
4,3/23/2023,8:40:00,52,2,23,7858,4,Preventative Care Exam,Domestic Shorthair
16,3/23/2023,8:50:00,53,2,23103,29648,,Sick,LABRADOR RETRIEVER
6,3/23/2023,8:50:00,53,2,10540,19181,,Sick,"Goldendoodle, mini"
L12,3/23/2023,8:50:00,53,2,8732,14175,12,Preventative Care Exam,Havanese
4,3/23/2023,9:00:00,54,1,23,3159,4,Preventative Care Exam,Domestic Shorthair
16,3/23/2023,9:10:00,55,4,22588,28238,,Surgery,MAINE COON CAT
4,3/23/2023,9:10:00,55,2,18824,4496,,Sick,Mixed
6,3/23/2023,9:10:00,55,2,12653,21522,,Recheck,Domestic Shorthair
L12,3/23/2023,9:10:00,55,2,8009,14139,12,Preventative Care Exam,Domestic Longhair
4,3/23/2023,9:30:00,57,2,10574,27465,,Preventative Care Exam,Havanese
6,3/23/2023,9:30:00,57,2,13310,31488,6,Preventative Care Exam,"Poodle, Miniature"
L12,3/23/2023,9:30:00,57,2,8009,13709,12,Senior Exam,Hound Mix
LTK,3/23/2023,9:30:00,57,1,23793,31476,,Technician Appointment,Bouvier des Flandres
16,3/23/2023,9:50:00,59,2,1624,20584,,Sick,Feist
4,3/23/2023,9:50:00,59,2,6788,29945,,Preventative Care Exam,Chihuahua
6,3/23/2023,9:50:00,59,2,13310,31489,6,Preventative Care Exam,"Poodle, Miniature"
L12,3/23/2023,10:00:00,60,1,10926,18425,,TNT,DSH
TK,3/23/2023,10:00:00,60,1,18396,13162,,Technician Appointment,Chihuahua
16,3/23/2023,10:10:00,61,2,21875,26494,,Senior Exam,Terrier Mix
6,3/23/2023,10:10:00,61,2,13732,31630,,New Pet,"Shepherd, Dutch"
TK,3/23/2023,10:10:00,61,1,18396,2869,,Technician Appointment,Retriever
TK,3/23/2023,10:20:00,62,1,18396,28573,,Technician Appointment,LABRADOR RETRIEVER
6,3/23/2023,10:30:00,63,2,23446,30535,6,Recheck,Shih Tzu
L12,3/23/2023,10:30:00,63,2,7977,23333,12,Recheck,PUG
LTK,3/23/2023,10:40:00,64,1,7611,22104,,TNT,Boxer
4,3/23/2023,10:50:00,65,1,22708,31703,4,Recheck,Presa Canario
6,3/23/2023,10:50:00,65,2,13937,23315,6,Recheck,Shih Tzu Mix
L12,3/23/2023,10:50:00,65,2,7977,16947,12,Recheck,PUG
4,3/23/2023,11:00:00,66,1,8140,29124,,Recheck,Bulldog
4,3/23/2023,11:10:00,67,2,1376,23492,4,Preventative Care Exam,"Retriever, Labrador"
6,3/23/2023,11:10:00,67,1,18138,25210,,Emergency,Domestic Shorthair
L12,3/23/2023,11:10:00,67,2,7977,31772,12,Preventative Care Exam,"Pug, Chinese"
6,3/23/2023,11:20:00,68,2,10782,18136,,Preventative Care Exam,"Goldendoodle, mini"
TK,3/23/2023,11:20:00,68,1,3298,10247,,Technician Appointment,Domestic Shorthair
6,3/23/2023,11:40:00,70,2,1851,2980,,Senior Exam,Terrier Mix
L12,3/23/2023,11:50:00,71,2,22389,27742,,Preventative Care Exam,Cockapoo
19,3/23/2023,12:00:00,72,2,20324,25895,,Preventative Care Exam,Terrier Mix
LTK,3/23/2023,12:00:00,72,1,6286,30491,,Technician Appointment,GERMAN SHEPHERD
L12,3/23/2023,12:20:00,74,2,8438,24311,,EXAM WITH VACCINES,"Retriever, Golden Mix"
6,3/23/2023,13:00:00,78,2,10584,21473,,Senior Exam,Domestic Shorthair
L12,3/23/2023,13:00:00,78,2,L6717,L4450,,Senior Exam,Beagle
19,3/23/2023,13:10:00,79,2,5439,21510,,Preventative Care Exam,Rottweiler
6,3/23/2023,13:20:00,80,1,10584,21492,,Preventative Care Exam,DSH
L12,3/23/2023,13:20:00,80,2,23967,31872,,New Client,Lhasa Apso
19,3/23/2023,13:30:00,81,2,5439,31539,,Preventative Care Exam,FRENCH BULLDOG
4,3/23/2023,13:30:00,81,2,21245,31552,4,Exam,"Spaniel, English Springer"
6,3/23/2023,13:30:00,81,2,182,1068,,Recheck,Retriever
19,3/23/2023,13:50:00,83,2,21188,31852,,New Pet,DSH
4,3/23/2023,13:50:00,83,2,13157,27397,4,Sick,Pitbull Mix
6,3/23/2023,13:50:00,83,2,10463,3905,,Recheck,COCK-APOO
19,3/23/2023,14:10:00,85,2,5195,8077,,Recheck,Poodle Mix
4,3/23/2023,14:10:00,85,2,21959,26658,,Sick,JUG
6,3/23/2023,14:10:00,85,2,23767,31414,,New Client,Retriever Mixed
19,3/23/2023,14:30:00,87,2,20354,14575,,Preventative Care Exam,"Shepherd, Australian Mix"
4,3/23/2023,14:30:00,87,2,8634,14006,,Preventative Care Exam,Retriever Mixed
19,3/23/2023,14:50:00,89,1,20354,14572,,Preventative Care Exam,Husky Mix
4,3/23/2023,14:50:00,89,2,16780,892,4,Sick,GOLDEN RETRIEVER
6,3/23/2023,14:50:00,89,2,8447,13643,,Sick,Shih Tzu
TK,3/23/2023,15:00:00,90,1,6000,17746,,Technician Appointment,"Retriever, Golden"
4,3/23/2023,15:10:00,91,2,1781,5777,,Recheck,Domestic Shorthair
6,3/23/2023,15:10:00,91,2,19717,31871,,Sick,Domestic Shorthair
4,3/23/2023,15:30:00,93,2,2477,2477-9,4,Senior Exam,Domestic Shorthair
4,3/23/2023,15:50:00,95,2,8410,13565,,Exotic Exam,"Dragon, Bearded"
TK,3/23/2023,16:00:00,96,1,7489,11836,,Technician Appointment,"Goldendoodle, mini"
19,3/23/2023,16:20:00,98,2,22934,31428,,Sick,Chihuahua Mix
6,3/23/2023,16:20:00,98,2,7913,22508,,Preventative Care Exam,"Aussiedoodle, Mini"
19,3/23/2023,16:40:00,100,2,12910,21926,,Sick,Goldendoodle
6,3/23/2023,16:40:00,100,2,23014,29396,,Sick,"Bulldog, French"
19,3/23/2023,17:00:00,102,2,6635,10177,,Preventative Care Exam,Cavapoo
6,3/23/2023,17:00:00,102,2,23915,31766,,New Client,Domestic Mediumhair
19,3/23/2023,17:20:00,104,2,1116,1116-4,,Recheck,Domestic Shorthair
6,3/23/2023,17:20:00,104,2,10578,17823,,EXAM WITH VACCINES,Calico
TK,3/23/2023,17:20:00,104,1,10578,17719,,Technician Appointment,"Retriever, Labrador"
6,3/23/2023,17:40:00,106,2,17998,25130,,EXAM WITH VACCINES,LABRADOR RETRIEVER
19,3/23/2023,17:50:00,107,2,23914,31765,,New Client,Pitbull Mix
19,3/23/2023,18:10:00,109,2,12126,20567,,Sick,FRENCH BULLDOG
19,3/23/2023,18:30:00,111,3,16954,30901,,Sick,Great Dane Mix
TK,3/23/2023,18:30:00,111,1,22971,29291,,Technician Appointment,LABRADOR RETRIEVER
TK,3/23/2023,18:50:00,113,1,19290,19290-1,,Technician Appointment,Schnoodle
19,3/23/2023,19:10:00,115,2,4424,6975,,Recheck,GOLDEN RETRIEVER
16,3/24/2023,7:30:00,45,2,8695,14108,,Dental,GOLDEN RETRIEVER
16,3/24/2023,8:30:00,51,3,14271,23483,,Sick,"Terrier, Yorkshire Mix"
24,3/24/2023,8:50:00,53,2,2321,17233,,Senior Exam,"Bulldog, English"
16,3/24/2023,9:00:00,54,2,5752,8835,,Sick,BORDER COLLIE
L19,3/24/2023,9:00:00,54,3,L1604,5408,,Sick,Chihuahua
TK,3/24/2023,9:00:00,54,1,8454,13668,,Technician Appointment,Boxer
24,3/24/2023,9:10:00,55,2,21950,26649,,Preventative Care Exam,BELGIAN MALINOIS
16,3/24/2023,9:20:00,56,2,13855,29653,,Recheck,Goldendoodle
16,3/24/2023,9:40:00,58,2,10665,25497,,Euthanasia,Dutch
TK,3/24/2023,9:40:00,58,1,12727,12727-2,,Technician Appointment,Siamese
L19,3/24/2023,10:00:00,60,2,L2962,23274,,Preventative Care Exam,"Cattle Dog, Australian Mix"
TK,3/24/2023,10:10:00,61,1,18726,27150,,Technician Appointment,Bernadoodle- Bernese and Poodl
16,3/24/2023,10:20:00,62,2,9838,16259,,Sick,Domestic Shorthair
24,3/24/2023,10:20:00,62,4,21201,18750,,Sick,Great Dane
L19,3/24/2023,10:20:00,62,3,6938,10840,,Sick,"Spaniel, Cavalier King Charles"
TK,3/24/2023,10:20:00,62,1,18726,22543,,Technician Appointment,Bernadoodle- Bernese and Poodl
16,3/24/2023,10:40:00,64,2,3212,5100,,Senior Exam,Domestic Shorthair
L19,3/24/2023,10:50:00,65,2,5018,7812,,Preventative Care Exam,ENGLISH SPRINGER SPANIEL
M6,3/24/2023,10:50:00,65,2,12008,20372,,Sick,Beagle Mix
TK,3/24/2023,10:50:00,65,1,5728,8789,,TNT,"Pug, Chinese Mixed"
16,3/24/2023,11:00:00,66,2,7052,10978,,Sick,LABRADOR RETRIEVER
24,3/24/2023,11:00:00,66,4,17158,17158-2,,Sick,"Pug, Chinese Mixed"
L19,3/24/2023,11:10:00,67,1,5018,L1931,,Senior Exam,Domestic Shorthair
M6,3/24/2023,11:10:00,67,2,13015,3354,,Exam,Shepherd Mix
16,3/24/2023,11:20:00,68,2,18363,25260,16,Recheck,Havanese
L19,3/24/2023,11:20:00,68,1,12216,20625,,Technician Appointment,DSH
TK,3/24/2023,11:20:00,68,1,5089,12753,,Technician Appointment,JACK RUSSELL TERRIER
M6,3/24/2023,11:50:00,71,2,13198,22633,,Preventative Care Exam,PUG
16,3/24/2023,12:20:00,74,1,6818,29171,,Emergency,AUSTRALIAN SHEPHERD
M6,3/24/2023,12:30:00,75,2,8706,20396,,Preventative Care Exam,LABRADOR RETRIEVER
24,3/24/2023,13:00:00,78,2,2140,3404,,Senior Exam,Pitbull
24,3/24/2023,13:20:00,80,2,2140,3637,,Senior Exam,Setter Mix
16,3/24/2023,13:30:00,81,2,L3143,25795,,Exam,"Shorthair, American"
L19,3/24/2023,13:30:00,81,2,8720,13686,,Technician Appointment,"Pointer, German Shorthaired"
24,3/24/2023,13:40:00,82,2,20324,25895,,Preventative Care Exam,Terrier Mix
16,3/24/2023,13:50:00,83,2,23905,31733,,Recheck,Domestic Shorthair
L19,3/24/2023,13:50:00,83,3,577,31884,,Sick,Retriever Mixed
24,3/24/2023,14:00:00,84,4,20180,31883,,Sick,Domestic Shorthair
TK,3/24/2023,14:00:00,84,1,14772,30751,,Technician Appointment,GOLDEN RETRIEVER
16,3/24/2023,14:10:00,85,2,9293,5976,,Sick,Domestic Shorthair
L19,3/24/2023,14:20:00,86,2,13544,23004,,Technician Appointment,BiewerTerrier
M6,3/24/2023,14:20:00,86,1,12281,20714,,Technician Appointment,"Poodle, Miniature"
TK,3/24/2023,14:20:00,86,4,6431,10081,,Laser,"Husky, Siberian"
16,3/24/2023,14:30:00,87,2,5645,8650,,Sick,"Terrier, Boston"
M6,3/24/2023,14:30:00,87,2,L3992,L3992-2,,Sick,"Retriever, Labrador Mix"
24,3/24/2023,14:40:00,88,2,7506,17889,,Preventative Care Exam,Domestic Shorthair
16,3/24/2023,14:50:00,89,3,10562,17676,,Sick,BELGIAN MALINOIS
M6,3/24/2023,14:50:00,89,2,6662,13741,,Sick,"Wolfhound, Irish"
TK,3/24/2023,15:00:00,90,2,7366,5399,,Laser,Havanese Mix
24,3/24/2023,15:10:00,91,4,19572,737,,Sick,"Terrier, Yorkshire"
M6,3/24/2023,15:10:00,91,1,6234,10564,,Technician Appointment,YORKSHIRE TERRIER
M6,3/24/2023,15:20:00,92,1,12588,21377,,Technician Appointment,Papillon
16,3/24/2023,15:40:00,94,2,6569,9541,16,Preventative Care Exam,"Bulldog, English"
L19,3/24/2023,15:40:00,94,2,3171,4979,,Sick,"Terrier, Yorkshire"
24,3/24/2023,15:50:00,95,4,22684,28870,,Sick,LABRADOR RETRIEVER
M6,3/24/2023,15:50:00,95,1,6888,6888-1,,Technician Appointment,Domestic Mediumhair
16,3/24/2023,16:00:00,96,2,6569,17723,16,Preventative Care Exam,"Bulldog, English"
L19,3/24/2023,16:00:00,96,2,3171,12994,,Sick,YORKSHIRE TERRIER
TK,3/24/2023,16:00:00,96,1,172,260,,Technician Appointment,Domestic Mediumhair
M6,3/24/2023,16:10:00,97,2,10980,18530,,Preventative Care Exam,Retriever Mixed
16,3/24/2023,16:20:00,98,2,19346,29309,,Sick,Retriever
L19,3/24/2023,16:20:00,98,2,22340,27617,,Preventative Care Exam,DSH
24,3/24/2023,16:30:00,99,2,9943,16429,,Preventative Care Exam,Domestic Shorthair
TK,3/24/2023,16:30:00,99,1,5284,8186,,TNT,Chihuahua
16,3/24/2023,16:40:00,100,2,12389,28030,16,Recheck,Domestic Shorthair
L19,3/24/2023,16:40:00,100,3,6760,10426,,Sick,LABRADOR RETRIEVER
24,3/24/2023,16:50:00,101,2,23811,31525,,Sick,Domestic Longhair
16,3/24/2023,17:00:00,102,2,19810,25707,,Sick,LABRADOR RETRIEVER
TK,3/24/2023,17:00:00,102,1,317,31625,,Technician Appointment,Ragdoll
24,3/24/2023,17:10:00,103,2,20700,30189,,Senior Exam,"Terrier, Yorkshire Mix"
L19,3/24/2023,17:10:00,103,2,L4808,L6240,,Lab Work,Pointer Mix
M6,3/24/2023,17:10:00,103,2,21379,21379-1,,Sick,Great Dane
16,3/24/2023,17:20:00,104,2,19717,28748,,Sick,Himalayan Mix
4,3/25/2023,8:30:00,51,2,41,18264,4,Preventative Care Exam,Goldendoodle
M12,3/25/2023,8:30:00,51,2,12371,20935,,Preventative Care Exam,Jack Russell Terrier Mix
4,3/25/2023,8:50:00,53,2,20419,29225,,Sick,"Collie, Border Mix"
M12,3/25/2023,8:50:00,53,2,12371,20936,,Preventative Care Exam,Jack Russell Terrier Mix
12,3/25/2023,9:10:00,55,2,23138,29735,,Consultation,Domestic Shorthair
4,3/25/2023,9:10:00,55,2,23379,30382,,Sick,Domestic Shorthair
4,3/25/2023,9:30:00,57,1,5787,17045,,Preventative Care Exam,GERMAN SHEPHERD
M12,3/25/2023,9:30:00,57,2,L5352,29789,,Sick,Pitbull Mix
TK,3/25/2023,9:30:00,57,1,8147,20871,,Lab Work,Domestic Shorthair
4,3/25/2023,9:40:00,58,2,23631,31087,,Recheck,Labradoodle
M12,3/25/2023,9:50:00,59,2,22236,27384,,Preventative Care Exam,Shiba Inu
4,3/25/2023,10:00:00,60,1,2755,9208,,Euthanasia,Siamese
